sqft,bedrooms,bathrooms,age_years,distance_to_center,neighbourhood_code,condition_score,garage,floors,price
877.0,2,1,13.0,2.4758513873937025,14,6.649768862117923,1,3,65745.52055119039
2651.0,3,2,63.0,12.396570696445151,2,5.84510319399712,1,2,64860.26445441752
3706.0,5,2,51.0,2.8681809519190953,14,1.2797576200722733,1,3,56378.624882170014
3913.0,5,3,35.0,8.25052309423759,14,7.506405988227291,0,2,66348.71791327739
1305.0,1,3,62.0,29.587877420760396,2,5.904846456206477,0,1,50284.778366827944
1327.0,4,2,13.0,6.6643084207961145,1,3.436669455974982,0,3,50851.71783375766
630.0,1,1,17.0,6.344473371656676,11,3.950578349680975,0,2,53348.09756368071
994.0,4,1,32.0,17.42239972947342,2,9.420461078227673,0,2,61176.418035395516
2441.0,2,1,73.0,15.190949578398124,9,6.619260206055044,1,2,57570.150520188574
2413.0,3,1,49.0,17.62292976748392,1,5.283211911917755,0,1,55855.143984833514
1798.0,4,3,68.0,11.613690707152127,10,6.588295657375669,0,3,50216.189656229275
1584.0,3,1,20.0,24.88948961690094,4,4.723680924870913,1,2,58825.59386681943
3404.0,5,3,68.0,4.588126267552654,2,5.231640458827146,1,2,61620.44082128795
2110.0,3,2,6.0,13.137583052323237,1,3.6127833103690334,1,1,77958.539294016
3328.0,5,2,18.0,20.84797452910057,3,4.9586797053248,0,3,69507.69789689922
3871.0,4,2,42.0,26.11297498834554,8,7.170330091941194,0,1,60292.94095658757
1609.0,2,3,4.0,11.402362387524352,2,1.359477325778223,1,1,65412.750617518665
1209.0,4,1,68.0,17.248495173265706,12,8.155246665665395,1,3,40482.48305211857
3835.0,3,1,69.0,2.5396283777142146,9,3.5468158677518153,0,1,59468.98702865813
2721.0,3,2,43.0,5.524413099298954,5,7.1430381408924974,1,2,71516.90088672657
1518.0,1,2,25.0,2.5395757927503775,14,6.78452783212054,0,3,55917.151327832384
2676.0,1,2,8.0,21.972486313956395,10,6.873652442271748,0,3,95438.18299953434
2302.0,3,3,49.0,8.99776907730315,10,6.473160246302226,0,2,57160.685067777435
3669.0,1,2,43.0,21.850486060659215,3,9.631916542625813,1,3,64974.94675729952
1395.0,5,1,61.0,2.4587492317765993,10,5.575097464258517,0,3,60917.91128242094
3969.0,5,1,48.0,25.945160112045603,8,7.590872039638163,1,3,64899.47186646777
3776.0,4,3,11.0,25.148140844277204,14,7.3490439811111985,0,1,101484.20708036234
1132.0,4,1,10.0,3.123397919983338,7,3.126408195504973,0,3,63588.45527215049
1076.0,3,2,62.0,1.2008169404870024,10,3.5497525526814306,1,1,59629.2859343768
2366.0,1,2,13.0,2.1605199829687396,5,4.816153883412711,1,3,85355.53226806152
657.0,2,3,75.0,25.682090107828653,1,3.4992813741688833,0,1,51630.52976622856
1545.0,3,3,9.0,7.423752927030924,2,4.3006878903696375,0,1,66923.12982178865
2022.0,5,2,58.0,16.674062876816567,13,4.518645525354754,0,1,46651.99690561547
3892.0,2,1,78.0,13.074203993811674,11,6.434781048445096,0,2,54931.165310807526
3973.0,3,2,35.0,23.968003023743762,6,2.9790103846155547,0,1,61941.96530681041
1030.0,2,2,5.0,14.922499893384783,10,8.238626792890186,1,1,79071.21823017705
3620.0,1,1,70.0,15.269494799507456,1,4.937827210943541,0,2,46808.312260260405
818.0,1,2,15.0,29.67821221524712,1,7.356197005149221,1,3,58494.21334744212
3120.0,2,1,42.0,4.928821924103085,8,1.732982331167361,1,2,60292.09348215145
3459.0,1,2,78.0,25.005766193004977,9,5.229688547119302,1,2,55214.11837481311
3617.0,1,3,59.0,2.0266174953146012,14,1.253975789595955,1,2,55076.938333011996
1281.0,2,3,4.0,14.590638702402638,11,7.083189926340083,1,2,88340.60659317678
3627.0,2,1,65.0,26.646877306024194,4,4.093390692973626,0,2,56820.32570118254
905.0,3,3,13.0,20.123811985321577,12,9.543275326952458,0,2,66528.34515798428
2316.0,1,1,60.0,20.713831271300922,7,3.9171179314127746,1,1,46112.718152256115
2143.0,2,2,50.0,8.267859826566323,12,6.074253082159542,0,1,61124.58344068317
1605.0,3,1,23.0,12.8479563451629,3,3.316488181251532,1,3,58584.58108554283
577.0,5,1,34.0,11.31414137322199,1,6.581013660526063,1,2,57816.55562451249
3202.0,4,1,10.0,15.882574699660829,1,5.203381151199111,1,1,86373.66232717547
1674.0,5,1,78.0,14.13572393923821,14,4.335654353550696,0,1,55281.16159744995
2815.0,2,3,19.0,10.143501380371186,2,2.8332041417216187,0,3,61542.039652706044
1935.0,3,1,25.0,9.511678064949518,14,2.003692095743098,0,1,57757.15436900972
1807.0,3,2,40.0,7.9001603038261035,11,2.0789122056100595,0,1,45596.37587609768
3602.0,5,3,54.0,11.268893783100374,3,9.991360157549979,0,3,57987.32072257578
830.0,5,3,40.0,4.923273599054789,13,4.710796541715112,0,2,50931.76776119051
3078.0,5,3,40.0,26.227076909105428,3,1.0173673708600552,0,2,51408.269031724456
3113.0,4,1,47.0,18.262522059086105,3,9.576359115634128,1,3,64843.93030911483
1829.0,3,3,68.0,4.446699555018736,9,1.1798193180683139,1,1,54230.93862804315
1418.0,3,2,32.0,20.96885035916554,5,4.767275129990804,1,2,59337.806967999546
518.0,5,1,66.0,25.50616080594021,5,7.457298273735903,0,3,56328.80769927813
3778.0,2,2,63.0,7.507302325541637,3,9.231393199345854,0,2,58783.50944308503
3817.0,2,3,76.0,4.942717532949286,9,7.415976622888909,1,1,60462.406175886754
1343.0,5,2,73.0,0.7542090854456855,1,5.172631794100106,0,3,61643.7257884465
611.0,2,1,64.0,1.8938849962663107,4,9.769978350856931,0,3,56364.394765191646
929.0,2,3,20.0,22.98641477495359,8,1.3538744472994337,1,1,53028.20075979496
736.0,3,3,62.0,29.62199679522997,7,9.882029822842073,1,1,38537.853779869096
3408.0,2,3,59.0,1.8239695130501596,10,8.64452396537595,1,3,75475.66598467588
3621.0,5,3,23.0,22.568093292856833,4,9.360370154137232,0,1,82266.61692263927
1036.0,5,3,54.0,2.6199338923083215,10,3.29295181687783,0,3,52608.280796651845
3113.0,2,2,20.0,17.967918334658172,11,2.282122650558428,0,1,65659.24590853987
1127.0,3,1,42.0,22.804220831633017,6,6.9698375143543005,1,3,52737.17955434618
1785.0,5,2,63.0,11.096529719398262,4,5.64273494187508,0,3,54648.67869083348
2597.0,4,1,15.0,0.8225742727645802,8,5.708511646699415,0,2,79902.13314281548
3019.0,2,2,27.0,18.058085887700063,9,9.321572606348958,0,1,78255.21821250701
3560.0,3,2,63.0,29.74171653013082,2,6.58072815987936,0,2,57337.81621407654
656.0,4,3,36.0,8.099713973735625,8,3.799574515941309,0,3,53239.69395539934
1187.0,4,1,76.0,6.089992677022867,3,4.600599007760884,1,3,58074.73226125785
1481.0,1,1,1.0,4.155813836228691,8,2.201462515826661,1,1,120041.8753756949
1586.0,2,3,58.0,16.880040787051655,14,2.7308263624812037,1,2,51860.35445615455
3993.0,5,1,65.0,18.095130431128062,8,2.2901506318858464,0,3,57974.39456816639
3220.0,2,2,73.0,23.87198969652687,11,8.29262207090219,1,1,68269.11308326143
1621.0,2,3,13.0,22.715661571805036,5,7.343861211749069,1,3,70071.9162576948
3901.0,2,2,78.0,26.82997409645507,13,5.773105158497667,0,1,56631.849163336774
2247.0,1,2,31.0,24.27029460109789,12,4.369310502648137,1,3,57454.20763120881
2252.0,1,3,28.0,7.794378950843611,13,7.016448612919154,0,1,68007.62602309343
2017.0,2,2,29.0,16.898383443834952,11,8.316148129261848,1,1,59673.19241643583
1003.0,5,3,51.0,9.27365279326061,10,8.93109894104538,0,2,53436.224121343315
3770.0,1,2,53.0,10.228668696769322,8,5.9231460538570015,0,2,53023.876337053276
548.0,2,1,38.0,27.99235889228489,13,8.378966096377308,0,1,47860.94117605756
1109.0,1,2,6.0,20.615929199478668,12,5.601753580714255,1,2,69044.04350789897
1303.0,3,1,78.0,29.250417190907623,6,5.270770802691017,0,1,51870.71886603458
1477.0,2,3,18.0,12.798919833202962,2,8.788886700598901,1,3,72546.428464495
961.0,4,2,8.0,16.35440841394231,1,4.477365426381976,0,1,63592.659274060614
562.0,3,2,48.0,14.86990488753444,4,4.563214111366321,1,2,47955.98943598967
2871.0,4,2,33.0,3.664968196949944,1,3.744202107564245,0,3,56222.379859568995
3892.0,4,2,49.0,7.482708838534799,3,5.66831555465155,0,1,66046.0500973991
926.0,3,1,70.0,16.065272637832223,2,5.903650303205146,0,1,56859.752528024415
1537.0,5,1,8.0,2.487542001423684,14,6.9441503077941125,0,3,80819.75035397282
2272.0,3,2,23.0,27.978126914612233,2,4.874520790986135,0,1,58151.32557441492
3746.0,5,1,41.0,4.153388617329439,9,2.960535626952394,0,3,62485.90302825415
2929.0,5,3,63.0,6.34043201929876,5,8.801578561724883,1,2,55639.012006568984
3181.0,3,1,48.0,23.07697610618978,3,4.11400780514213,0,3,57513.005768745454
2533.0,4,3,31.0,3.3595689827847544,10,9.306490778561573,0,1,77616.5564375443
1959.0,2,2,49.0,27.05820393865458,14,2.8661799972381017,0,1,53513.55962452339
1199.0,5,2,78.0,21.9081786363148,12,6.040517286126074,1,3,49094.796933223915
3525.0,4,1,38.0,2.5243152847113377,14,5.82953584176507,0,3,66479.79497339709
3314.0,5,2,70.0,20.90948830792676,9,8.457830631342958,1,3,56536.105591618965
587.0,2,3,62.0,19.133041994053876,10,2.249662480757468,0,1,45163.156609220976
3003.0,4,1,24.0,22.8418082658276,3,9.189434556257153,1,2,76343.60450161957
795.0,3,1,20.0,24.931836648435407,12,5.782853549548632,0,2,59637.3972788775
3086.0,1,2,61.0,21.691341613608074,11,6.274984455229298,0,2,55519.822192913976
3390.0,1,1,17.0,17.79220071049367,4,5.591496639679904,1,1,71296.7464219092
958.0,3,1,27.0,10.01266789816244,5,1.324224161526398,0,2,47948.01393642423
2018.0,2,2,19.0,21.069573023982908,9,5.473815956259383,0,2,61479.93321277073
933.0,1,2,48.0,28.730661746607993,1,3.3719469640929147,1,1,49325.114862617156
2485.0,3,2,24.0,17.83189252560179,12,4.084193623400483,0,2,54822.761848617825
3746.0,4,3,53.0,20.09817361881049,4,6.841914392684259,1,1,68021.55376575349
783.0,2,3,74.0,13.395277244894121,2,5.479274165266953,0,1,53841.977436299494
1891.0,5,1,66.0,22.805563887420693,5,1.8389639140071439,0,1,53867.67147223127
3905.0,4,2,75.0,29.93118807398976,12,1.6573714728558304,0,2,55726.02267395367
1553.0,3,1,2.0,5.231485059998215,4,2.670919260556333,0,1,96590.62597301384
962.0,5,1,36.0,6.470955745360988,8,2.7179663191500127,0,2,51283.59116537818
2210.0,3,1,18.0,16.41341388059949,12,6.4747068127422835,1,2,67639.3345107361
2279.0,1,2,73.0,14.700574219218918,1,2.6003301764098854,1,3,51187.391132315155
2820.0,1,3,57.0,17.361308642948206,11,8.935474809472936,0,1,61237.00421118007
1598.0,5,3,26.0,1.9476844078660547,5,2.887845945520718,1,2,60102.12455944097
3844.0,5,2,45.0,12.426155461748245,10,1.8201830088374438,1,1,52326.42218412956
2323.0,4,3,48.0,17.697858730934044,3,8.881714147236822,1,2,53645.30189912966
1502.0,1,1,40.0,17.7631448634964,2,3.657948184690597,0,2,53916.95609067476
3860.0,2,3,38.0,19.89135187216702,12,4.828803668503622,1,3,59465.12272844915
3736.0,1,3,5.0,21.74637285557858,12,9.63123745611198,0,2,186544.14583273933
2247.0,1,1,36.0,19.42564249855527,14,9.499322972419964,1,3,64479.866074502504
587.0,2,2,28.0,23.812173083988334,10,7.434252003384261,1,1,57543.1316414941
2589.0,3,3,65.0,18.930438723195454,7,1.6204505655929924,0,1,62311.629364966844
2443.0,1,2,69.0,16.356476044847533,3,6.340061128702577,0,1,53477.43452966389
1018.0,5,3,60.0,18.38279465219042,5,9.90170141538032,0,2,51668.34732652484
2718.0,3,3,3.0,3.485204319223304,10,9.522246055815824,1,1,220808.35056015608
3442.0,2,2,67.0,8.55811795140284,5,1.9540224326794857,1,1,54042.01576461155
870.0,3,1,32.0,16.05829352941487,7,4.563705727813318,0,1,53943.852559853214
3031.0,4,2,33.0,26.25312285435036,3,3.839830713125554,0,3,54067.736295050185
991.0,2,1,75.0,20.532020910495795,7,2.16755296214415,0,3,50333.90925462525
3120.0,1,2,69.0,3.1670383149209784,4,7.253184801238848,0,1,51505.60099969582
1966.0,1,2,5.0,17.97211103810993,2,3.4646352792421307,1,3,81646.70865019674
522.0,5,2,29.0,7.041270635294419,2,4.103792228127681,0,1,49699.29802667748
3881.0,1,1,60.0,22.153488513767325,8,1.8132298903127615,0,2,52653.289793141616
1080.0,4,1,43.0,24.909505149008044,6,5.48170802900799,1,1,47234.37675775931
2586.0,2,3,21.0,18.006960041404213,2,2.423510772868508,0,2,54107.374655816166
1135.0,4,1,42.0,17.945196987675438,8,4.888813812215402,1,3,52039.25577203688
3765.0,1,1,69.0,10.488447574719014,3,2.2900799989297136,1,3,53405.747974679085
3084.0,5,3,18.0,13.664375624258627,1,9.584649009551311,0,2,85566.08388645016
3315.0,4,1,59.0,25.99119643755269,2,2.3048427987742834,1,2,58946.82555340593
2012.0,3,2,59.0,21.837949763531117,7,5.696984384655699,1,3,57384.15442809976
2135.0,2,1,70.0,15.832732961027371,14,2.7728184278708876,1,1,56315.938154704076
2720.0,5,1,24.0,11.362855394326942,4,1.6872562312534831,0,2,60705.739542209776
3246.0,2,2,18.0,1.9862022795123535,4,2.8207775695788833,0,1,67572.58649341887
3464.0,3,2,44.0,4.718718339128361,4,1.492966966513925,0,3,54317.631556071225
562.0,2,1,42.0,6.194243091411434,5,2.2545764480888995,0,2,56405.51416718234
2822.0,2,1,33.0,11.514814526130905,11,5.441357419868953,0,2,64627.73055162238
882.0,3,1,62.0,28.3522375887501,5,6.866339689518168,1,2,54997.793411803155
1507.0,1,2,64.0,15.402025148333086,10,1.786058335646051,1,1,45453.783634741834
3403.0,1,3,20.0,7.427784816147317,13,4.969167615138416,0,1,64764.372616873006
1376.0,2,1,63.0,3.619629055114665,14,6.231223205680168,0,3,54344.045147804994
3288.0,1,1,19.0,10.480012975787439,8,3.1080310858995537,0,1,64946.62954021275
2120.0,3,2,33.0,24.564053748756177,10,4.348705703644228,0,1,55905.94070816922
1314.0,5,2,3.0,11.808612405609983,13,1.6465138276024778,1,1,69988.22653442601
1669.0,1,1,27.0,23.2889212776612,12,2.9811797220978544,0,3,59573.15081088136
2357.0,1,1,76.0,24.179796795742927,5,5.20077633327046,0,1,58615.892501560214
3178.0,1,2,35.0,3.769212706111772,2,9.9139796103279,1,3,75659.77051047256
2621.0,3,2,57.0,18.45546270249012,2,9.966385566452201,0,2,55403.97006426209
3766.0,2,2,9.0,28.793333869447768,13,9.816595130118591,0,3,134504.20031739637
3537.0,3,1,51.0,12.363073209654841,8,4.807777476702948,0,2,54956.327225188026
3136.0,1,3,30.0,2.002850625589157,5,1.7261234057319852,1,1,51758.121523732516
2610.0,2,2,59.0,27.73742936260742,5,3.9121609352440014,0,2,52628.80625784874
1514.0,3,2,74.0,26.568155306388245,4,3.1394293783387957,1,2,57158.577398589514
1944.0,3,1,42.0,15.903172692665553,12,1.1271391741886911,1,1,53584.26151749564
916.0,3,3,9.0,16.791467050148285,9,1.8571024925953785,0,2,62749.544599018394
1809.0,4,3,38.0,6.746362531895684,13,5.078727415441595,1,1,57053.25615275171
3742.0,3,1,10.0,24.6737972885668,5,4.056962174238673,1,3,90925.80454716187
1990.0,5,3,36.0,15.208701132567729,7,2.6231834947103474,0,3,54294.29418527102
898.0,3,3,5.0,1.499394956705417,2,7.444899735928724,1,1,83504.72835198198
2781.0,2,1,51.0,20.648941215245436,14,4.214040363069567,0,2,49770.68918325562
3869.0,2,3,25.0,28.53963995917983,8,8.666810701718898,0,2,81784.6605548993
3536.0,2,1,16.0,24.959939465199632,8,3.168794442368056,1,1,62322.929027717975
1459.0,3,1,2.0,8.677345136210924,6,5.845541410779623,0,2,133753.6726407203
2088.0,2,1,71.0,2.0730900055335493,4,2.657252954342642,0,1,61703.648929057235
2358.0,5,2,67.0,28.240366669876327,14,5.457705547472578,0,1,59002.21970939344
1367.0,3,2,65.0,28.14335038395119,7,2.3721985808054757,0,3,56051.04147586034
1440.0,5,2,5.0,16.206251931529646,10,2.4542076193436975,1,2,63250.213660034984
1328.0,4,1,28.0,19.448363644310287,1,6.510010393378141,1,3,56477.84563523353
3981.0,2,1,77.0,14.146701790968844,4,3.3740743795819004,0,2,53947.36750066245
3111.0,2,3,46.0,12.883078329413381,12,2.5513050390782257,1,3,57474.52547338115
3442.0,4,3,11.0,4.023728859896661,2,9.367914251215659,0,3,117558.55301841324
3357.0,2,3,12.0,3.3542105016523327,2,1.3870292566604596,0,2,62269.53881890454
3857.0,2,1,21.0,7.365598326947531,12,6.086333014262984,1,2,81910.45371336167
868.0,5,3,77.0,25.180902018993056,5,5.934374576499387,1,2,55458.35259528102
3585.0,3,3,14.0,4.80205287170256,4,3.255479869627538,0,3,67780.74915373762
732.0,1,2,72.0,7.1876102314839665,8,5.07494570601536,0,2,55862.283406019495
2163.0,3,1,54.0,16.684114750005122,3,1.789640047743719,1,2,59112.60670610506
2580.0,3,3,73.0,6.846370933309095,1,7.491431313314971,1,1,65048.70140365368
1752.0,5,2,66.0,5.314597199174719,1,2.9952743353914086,0,3,58397.34515057579
1011.0,4,1,27.0,17.117829130089888,2,2.740468238439003,1,2,52743.03963950402
1173.0,1,1,66.0,11.358751494400156,3,3.8339063044975275,1,1,51343.89591805535
3386.0,1,2,14.0,18.97169893229384,10,9.121329282368277,1,2,97038.9221308704
1615.0,4,1,23.0,27.410057542055952,5,8.168199834551885,0,2,68782.70114101187
1586.0,1,1,17.0,4.954297377334496,2,9.522030620203818,1,1,71585.55031261392
3731.0,2,2,11.0,27.446292964485384,1,6.8676611142977695,1,3,98838.33929115538
1003.0,1,3,8.0,27.1234540389761,7,6.966293599288789,1,3,68049.96333253171
3703.0,1,1,15.0,24.958083708409134,12,5.320278994835952,0,3,75307.93747796977
3723.0,5,2,10.0,19.12293456052951,5,9.14667691030278,0,2,117956.24162628208
2594.0,1,3,31.0,18.79432639523365,1,5.597894343432961,1,1,60462.43094829505
1079.0,1,3,6.0,19.356773468126796,4,4.195540637155222,0,1,72736.57181897976
1045.0,5,3,5.0,20.869618760925487,7,6.763375089258987,1,3,77755.27778128361
1496.0,1,1,79.0,0.986224917586632,3,5.9152554406086715,1,1,62598.32071943501
2520.0,5,3,7.0,28.763731085239165,14,2.1161783377890595,0,3,61992.8868985579
1037.0,1,3,6.0,17.775310963234602,11,4.534528725211866,1,3,69210.90150077615
2094.0,1,1,3.0,23.553242262371437,5,3.81992869985032,1,1,109422.398302023
904.0,1,2,11.0,11.629814252310213,14,8.621503975100186,0,3,71772.02961831637
2390.0,4,2,42.0,0.8657178105159807,5,4.409583012757979,1,1,67413.58216408682
574.0,4,2,66.0,15.537172466355097,2,8.393997093750034,1,2,54487.19489618108
2981.0,3,1,59.0,15.462108519819903,14,4.98150634510851,0,2,55043.37353141954
693.0,2,3,46.0,13.391184005187828,14,7.78150507101049,1,3,55282.60210991478
1181.0,1,3,7.0,10.521653097781265,5,2.217537356600709,0,2,59735.95919088403
1111.0,3,2,62.0,7.8698695903868,9,9.321851976926162,0,3,54853.29371239468
3408.0,2,3,3.0,16.062573797666893,3,5.325039017190265,1,2,172179.11995748532
686.0,3,2,50.0,11.570705120958076,9,3.3381842106367574,0,3,53655.69539481563
2002.0,4,3,33.0,29.112990549969357,10,3.173406457283262,0,3,52973.17693801302
2569.0,5,2,70.0,5.601355579124477,10,3.385695597174747,0,3,53264.0378528771
2305.0,3,2,25.0,9.930134244999065,8,4.300517556261709,1,2,66022.62385932315
2882.0,1,1,51.0,9.171833892274845,10,7.457675794080551,0,2,70767.51123339214
3310.0,2,2,35.0,16.52762069896073,8,9.546427386107142,1,3,63663.394105522355
1877.0,5,1,42.0,15.228767580737363,12,7.021336871112689,0,3,51705.671711324394
3398.0,3,1,75.0,19.490343730016058,3,5.924496438496907,0,3,51909.340543525956
1612.0,4,1,57.0,28.52505223193913,7,5.037380272154212,0,2,52771.142268348296
3945.0,3,3,33.0,8.914022022069087,6,8.453750203338547,0,3,75051.40316505593
2265.0,1,1,36.0,20.936761293022396,8,8.64691482201463,0,3,63811.98858077429
3076.0,5,3,56.0,1.2386859886529167,2,3.637339069895367,1,3,62782.8650996755
3562.0,4,3,28.0,8.240459945641923,5,9.580782237880872,0,1,77784.81765247404
3274.0,5,1,14.0,14.179731975899488,14,4.556038268857439,1,2,69142.36431974005
3478.0,5,2,37.0,1.4143462601934667,2,8.20070262272375,1,3,71474.6327710104
2377.0,2,2,6.0,18.72124908633235,9,9.7013789027401,1,3,127318.02025252196
652.0,2,2,14.0,20.510162947850393,10,7.3329229077005005,0,3,50743.269316855796
2225.0,2,3,34.0,22.528585587722375,7,2.4539565380607433,1,1,48836.319885596866
1135.0,5,2,63.0,15.738947892868861,1,6.2752325965653775,1,1,48242.02111264082
3611.0,3,2,62.0,18.316367616869485,1,2.0689941078602057,1,3,56127.000254365834
1328.0,3,2,21.0,12.183924912715373,4,8.102278358820335,1,3,62086.41258372029
1298.0,5,3,34.0,1.7169644589435948,2,3.5318365648649466,0,1,61056.75500930458
1372.0,4,2,13.0,3.448579745348135,2,7.256933407540167,1,2,60583.01578747115
2748.0,5,2,60.0,19.822379763943193,3,9.19080706717179,0,3,52766.560878202785
2499.0,5,3,20.0,29.8688813377804,3,2.6290886560315516,1,1,59657.187160817215
3820.0,1,3,64.0,0.9661955553172372,12,4.5357205474105005,1,3,54233.10207568008
1956.0,2,3,67.0,16.94871315637829,9,6.824069092662096,1,1,59656.583596173514
1487.0,4,3,55.0,22.654758210035457,1,4.77692733528551,0,1,45457.78377625368
672.0,5,2,27.0,24.88985742640942,9,2.573370474622437,0,3,55182.559434204675
524.0,1,3,76.0,16.583544586067884,2,1.261644527519173,1,2,47089.4170668725
1807.0,2,1,55.0,18.7875214154311,6,4.659383293317666,1,2,57946.78414863518
3740.0,3,1,52.0,21.053385885599326,1,6.8428812392372835,0,3,73631.84939352541
2333.0,4,2,68.0,25.839504365956202,2,6.165857873372397,0,1,45184.34166265676
3627.0,1,3,70.0,4.10754134748315,2,2.406171157845782,0,2,57813.79405598767
855.0,4,2,7.0,27.82237479010847,7,5.05624099480648,1,2,55207.347722400234
826.0,2,2,70.0,1.2675134047713152,7,4.325239415631275,0,3,60681.28079772858
3417.0,2,2,61.0,25.167892653254373,5,3.4678216206405987,0,1,53424.33872803867
873.0,3,1,17.0,2.763842583511069,9,7.563441194743503,1,2,61924.837707857754
681.0,3,2,25.0,6.241532242345207,11,3.7868682702446588,0,2,49881.82180427705
1914.0,4,2,60.0,0.6148773182434121,11,5.861277570997263,1,2,73242.09334141534
3736.0,2,2,18.0,13.6350728133132,9,9.30901181742655,0,3,83365.56072924503
2912.0,5,2,36.0,10.363597188163071,8,5.853483840282242,1,2,65587.26039794837
846.0,1,1,55.0,5.396790888867306,7,6.553206191445047,1,3,52170.597203615296
3429.0,5,3,52.0,13.807159743715236,4,1.6592138755079626,1,3,47091.44088329274
3452.0,1,2,72.0,12.369941053579423,7,2.6032072936756268,0,3,59923.47486320883
3302.0,4,1,9.0,23.146000464612875,1,1.9085607936830211,0,3,64157.16773288962
3659.0,2,2,24.0,26.847344029065955,14,7.883316535202561,0,2,82326.57908836014
1339.0,2,2,78.0,19.750733927128916,6,8.52328972825158,1,1,58501.182867203286
3928.0,1,1,45.0,4.170106467432454,11,2.6780976387511988,0,3,53761.13442207449
1622.0,4,1,20.0,9.214028443940594,14,2.973445758307819,0,2,55555.528870258124
3307.0,1,1,23.0,27.442889756552255,7,3.9088656054350457,0,1,62107.23002945227
2527.0,4,2,27.0,3.1176675437327304,13,6.319698552584519,1,1,71371.11778805275
3228.0,4,3,44.0,12.502247262029382,7,6.596165744200175,1,1,62293.89842031457
2697.0,5,3,23.0,28.303886267387696,2,7.180785626873118,1,3,67925.41383947362
2748.0,4,2,50.0,28.54461282334983,1,9.146734805921163,1,1,59574.93329840687
2656.0,2,3,36.0,12.630493722942326,2,3.6553612644688434,1,3,55975.615121954135
3226.0,4,1,49.0,20.188208198914523,14,6.928830902860981,0,2,65032.73722970495
3086.0,5,3,13.0,13.97399515144297,7,6.037505611999229,0,1,79395.21086148963
970.0,2,2,50.0,22.727085913372083,5,3.752535163713104,0,2,50256.77602296392
3391.0,1,3,74.0,1.4316492554434561,7,9.16673667934306,0,3,63043.47583905784
2376.0,5,3,11.0,4.7526358931800745,4,1.8593507076329576,0,3,57838.40367891666
1630.0,1,2,26.0,18.61886470453618,13,7.408009241488463,0,2,54006.99258384158
2299.0,3,1,55.0,7.360291742070376,14,7.550863417203417,0,2,54557.15820938554
3884.0,2,2,49.0,20.148542828439883,2,9.237938749209654,0,1,71359.61472090647
3501.0,1,3,54.0,10.861076360108301,11,5.667225331162182,1,1,57411.848657967945
3417.0,4,3,45.0,26.65604396477073,5,3.8946010439732133,1,2,59213.00971909869
2119.0,1,3,54.0,24.6681518740196,1,8.449666028740184,1,2,46750.136714709166
3244.0,4,1,49.0,15.038715102029075,13,7.937292536491534,0,1,63533.026139981
1847.0,4,2,6.0,23.300405069298304,1,5.502840529775233,0,3,83638.72943505817
2901.0,1,1,60.0,8.498567643935166,3,7.9107163807043,1,2,56828.388960119424
2738.0,1,3,36.0,15.080663415949948,1,3.4108804186953474,1,1,56602.40015803284
1374.0,4,3,5.0,6.325720529966706,7,6.305556973631211,0,3,84178.54834771712
1432.0,3,1,33.0,25.896141971369318,9,8.78665109309088,0,1,49197.97262580407
713.0,1,2,35.0,24.78049468876824,5,3.8618605415486127,0,3,55804.240410164566
989.0,5,3,7.0,27.113415218065537,2,5.351949841876689,1,1,66500.4082367498
2017.0,2,3,79.0,26.385570946115653,2,9.559403687556005,0,2,53957.50177747756
2172.0,1,2,18.0,28.808089730755096,14,8.183906577745631,1,2,66088.01708033645
1077.0,5,1,27.0,7.235918833141816,12,8.983351182974975,0,3,52448.90585179991
1959.0,1,3,35.0,27.988816578461808,14,4.467223548014017,1,1,56287.16241599752
2614.0,3,3,66.0,17.35078914488393,8,9.96854733671103,1,3,65168.308368095
1313.0,5,2,59.0,12.963604975585488,8,2.3730904421543166,1,2,52670.7434886021
1683.0,3,3,61.0,17.031029931052252,12,5.668935248946781,0,1,47976.93599596041
1786.0,3,1,19.0,10.606769521183196,9,5.313460440666244,1,2,61866.318533834
2267.0,2,2,67.0,9.012313705348086,7,8.18588971720121,1,3,56427.74935666113
1782.0,1,1,66.0,7.6187729703370985,5,9.177559952635107,0,2,59854.150715862685
3079.0,3,3,37.0,2.9316256889852412,7,7.580254392172538,0,1,68544.97898127846
1646.0,5,3,44.0,15.14866446584203,1,6.641346125172725,0,2,43238.10251269166
2018.0,1,3,3.0,26.688969433559677,3,4.846862717636533,0,2,117843.86366369195
1828.0,5,2,61.0,19.089483093594346,11,5.592933253681608,0,1,49711.571265234255
1140.0,3,1,76.0,15.868781166295319,13,5.583702819023396,1,1,46405.203449798
2900.0,3,1,38.0,13.143491088402037,2,1.183316263159399,1,3,51784.79560215717
1324.0,1,2,43.0,14.199847976357162,2,5.527412243449099,1,1,55813.592032015324
1539.0,4,3,40.0,6.673681753372552,2,8.703737201567124,1,2,51387.01438258536
3274.0,1,1,7.0,24.776608377196368,12,7.383466100280234,1,3,122394.601143349
3821.0,2,3,49.0,6.352297416805078,5,8.161377599125043,1,1,67470.45466700054
2847.0,4,1,57.0,21.640371323455735,5,4.514364907916689,0,2,55166.66017593882
3707.0,1,2,74.0,22.919557839136502,1,5.760759132216623,1,1,52607.388661520534
3489.0,3,1,74.0,17.45863673981816,14,1.3013521209739043,0,3,47735.57160219588
2183.0,3,2,39.0,25.95632806116744,7,4.4469814795240925,0,2,59621.14833934817
