age,income,account_balance,city_code,num_products,years_as_customer,last_contact_days,num_contacts,prev_outcome,marital_status_code,education_code,job_code,churn
25,76217.0,16080.0,7,1,15,130,14,2,1,1,9,1
42,51944.0,22797.0,5,3,15,223,8,1,1,2,2,0
25,30189.0,28422.0,12,5,29,5,16,0,1,0,11,1
50,62714.0,32149.0,6,4,12,298,16,0,0,1,1,0
70,85292.0,33994.0,13,5,0,103,18,2,1,1,1,0
22,51894.0,42292.0,18,2,12,28,12,0,1,0,11,0
40,115534.0,3770.0,16,2,16,121,10,2,0,0,1,1
73,97954.0,18435.0,19,2,15,305,4,1,1,1,8,1
35,71273.0,552.0,1,2,15,100,13,0,1,0,9,1
25,113465.0,967.0,9,4,27,197,11,0,0,1,3,1
45,63297.0,11007.0,5,3,24,296,10,0,1,2,0,0
46,33966.0,30108.0,18,4,7,13,13,2,2,3,3,0
55,23584.0,44778.0,14,3,10,277,17,1,0,0,0,0
35,113802.0,38790.0,7,2,20,106,3,1,2,1,8,0
72,115977.0,32491.0,11,1,12,254,9,0,1,0,10,1
47,93925.0,39019.0,12,3,12,69,14,2,2,1,11,0
34,30300.0,9012.0,10,5,5,51,16,0,0,1,9,1
72,49365.0,42071.0,10,5,7,287,15,1,2,3,9,1
70,24107.0,44568.0,2,2,22,295,16,2,1,1,10,1
46,25124.0,5205.0,9,3,25,358,17,2,2,3,9,1
19,44606.0,23762.0,7,4,23,247,19,1,2,0,7,0
52,77214.0,41586.0,16,4,9,170,12,2,0,0,11,0
49,26553.0,24066.0,17,1,4,71,5,0,0,0,3,0
26,118460.0,42103.0,15,3,4,108,11,2,0,1,4,1
54,65511.0,46809.0,1,1,11,236,14,1,1,0,10,0
65,46384.0,23995.0,16,1,15,126,2,1,2,0,3,0
24,71608.0,3444.0,8,4,26,176,15,0,1,0,3,1
59,99015.0,17332.0,8,1,26,62,11,2,0,3,1,1
25,51256.0,11151.0,18,2,0,160,18,2,0,3,3,0
60,24751.0,23968.0,17,3,21,87,5,2,1,0,7,1
41,25096.0,29495.0,1,4,8,41,18,0,2,3,10,0
18,105198.0,23462.0,7,3,5,49,9,1,0,0,1,0
73,31160.0,10176.0,15,1,16,189,11,2,1,1,8,1
27,83556.0,15407.0,11,4,1,134,13,1,1,1,9,1
51,58450.0,34136.0,5,5,10,37,12,2,0,1,10,0
28,97751.0,1835.0,10,5,16,188,18,2,2,3,9,1
71,26052.0,11097.0,17,4,8,60,4,0,2,2,1,0
60,109779.0,44670.0,5,3,17,6,14,1,1,2,5,0
63,89818.0,5408.0,15,5,13,49,19,0,2,2,11,1
42,64927.0,21029.0,14,3,23,164,5,1,2,2,10,0
44,40702.0,10745.0,17,1,5,348,5,1,2,0,7,0
54,117714.0,5680.0,6,5,1,88,10,2,0,1,11,1
62,50207.0,21425.0,5,2,15,104,14,2,0,0,8,1
66,69051.0,26311.0,11,5,7,89,19,1,1,2,0,0
19,59412.0,9218.0,11,2,21,130,16,1,0,1,10,0
55,43055.0,4350.0,8,5,2,262,16,1,0,2,2,0
24,61660.0,7167.0,15,3,17,118,9,1,1,2,4,0
34,35148.0,32751.0,16,3,29,240,13,1,1,1,2,0
65,20166.0,43083.0,5,2,2,327,5,2,0,0,8,0
32,48999.0,9424.0,16,5,9,345,9,2,0,3,0,1
63,31207.0,16359.0,5,1,25,205,4,2,0,1,7,1
44,61477.0,17518.0,8,3,16,260,1,0,1,0,10,1
31,106276.0,18357.0,1,2,5,335,17,1,2,1,9,0
37,36256.0,12592.0,7,3,6,287,16,1,1,3,3,1
48,20123.0,3235.0,19,2,22,110,10,1,0,1,10,1
61,31109.0,26495.0,9,4,25,49,1,1,1,3,4,1
52,70816.0,18189.0,14,2,10,42,2,2,0,1,8,0
71,47483.0,17441.0,3,1,14,322,3,1,0,3,6,0
67,68950.0,13607.0,13,1,23,203,14,0,0,2,0,0
60,22924.0,46502.0,8,4,5,108,4,1,1,0,0,1
52,53309.0,30719.0,15,2,6,126,5,2,1,2,2,1
34,61013.0,21225.0,18,2,23,103,17,0,1,1,11,1
41,63132.0,10666.0,11,4,5,292,17,0,1,0,11,1
24,75115.0,40155.0,2,2,23,223,15,2,1,2,4,1
39,98058.0,44474.0,10,2,14,321,6,0,2,0,11,1
70,66722.0,2099.0,3,2,29,110,12,1,2,2,0,0
42,104120.0,46518.0,9,2,0,173,4,2,0,3,11,0
24,72973.0,35121.0,2,4,28,45,17,0,2,0,2,0
55,46034.0,5441.0,13,3,6,354,2,1,0,1,0,1
72,42901.0,37781.0,6,5,1,187,15,0,0,2,9,1
67,52249.0,5816.0,4,4,21,202,10,0,1,0,4,0
33,79746.0,3017.0,1,1,15,151,15,0,0,1,3,1
43,44248.0,6208.0,17,2,25,99,9,0,1,1,9,0
48,111417.0,23261.0,16,2,3,346,4,1,0,0,3,0
32,67986.0,31168.0,16,3,2,178,15,1,1,3,9,0
33,106327.0,20662.0,2,2,17,246,12,0,2,1,2,1
31,88325.0,6537.0,7,5,26,14,9,2,2,3,1,1
74,53335.0,10358.0,19,2,12,101,8,2,0,2,3,1
60,42825.0,42692.0,11,3,23,293,7,0,1,3,7,1
65,94394.0,48149.0,3,1,27,32,10,2,1,3,2,1
64,53073.0,37836.0,3,5,26,37,5,0,1,2,1,0
72,44686.0,5618.0,5,5,15,295,6,1,1,1,8,0
24,113038.0,41080.0,19,4,20,113,6,1,2,1,5,1
68,68262.0,34753.0,4,2,15,100,1,1,1,3,5,1
21,24856.0,26539.0,18,1,20,206,18,2,0,1,2,0
45,69476.0,7590.0,13,4,17,71,5,2,2,2,0,0
51,66076.0,49835.0,18,3,15,16,4,0,2,0,0,1
38,106396.0,22409.0,16,5,13,2,3,1,0,3,8,1
26,91155.0,2686.0,7,4,19,29,19,2,1,2,0,1
28,39135.0,10893.0,16,3,22,58,10,2,2,1,2,0
65,35045.0,20362.0,4,5,27,254,7,2,1,2,10,0
36,80359.0,3585.0,6,5,18,109,8,1,1,1,4,1
35,24737.0,16534.0,5,3,3,27,2,0,2,0,8,1
70,51901.0,23685.0,3,1,17,6,6,1,2,3,4,1
26,33820.0,47457.0,2,1,9,174,5,2,1,3,11,1
70,22056.0,4775.0,4,3,0,306,16,2,0,3,9,0
70,111882.0,29054.0,3,3,2,124,2,2,1,1,5,1
52,28982.0,45830.0,8,1,17,24,9,2,2,1,8,0
27,20925.0,40406.0,2,1,28,84,16,1,0,0,4,0
26,113289.0,46284.0,2,4,15,182,16,0,1,2,11,0
34,38832.0,8931.0,19,4,13,69,10,1,1,1,4,0
50,101655.0,40166.0,2,1,2,357,5,1,0,3,10,0
26,23128.0,48942.0,2,3,20,278,7,2,1,3,7,1
43,35355.0,16638.0,1,1,1,126,5,1,2,0,7,0
24,31062.0,25182.0,3,4,25,347,13,2,0,3,4,1
48,90626.0,26776.0,11,5,24,119,6,0,1,0,9,0
19,82014.0,24936.0,16,5,29,52,12,2,2,1,8,0
58,67550.0,14844.0,14,3,8,342,13,1,0,1,9,1
21,44163.0,48558.0,12,4,4,350,18,2,1,3,9,1
29,28885.0,47846.0,2,5,8,114,8,1,0,2,1,0
27,76921.0,19346.0,15,4,23,217,19,1,1,3,10,1
65,43071.0,40361.0,1,3,6,64,8,0,1,2,10,0
21,79019.0,20177.0,12,4,26,234,13,2,0,3,2,1
42,88746.0,39843.0,8,3,4,252,13,2,0,3,11,0
51,104943.0,29445.0,17,5,1,259,16,2,1,3,6,0
47,69398.0,23773.0,6,3,6,208,9,0,2,1,3,1
56,20474.0,6838.0,13,5,22,257,16,0,0,1,2,1
63,48066.0,32902.0,9,1,18,203,7,2,2,3,4,0
40,105336.0,16393.0,10,1,10,299,10,0,0,3,0,0
65,73325.0,11234.0,18,1,19,66,10,1,1,3,8,1
36,81911.0,10063.0,14,3,19,176,14,1,1,2,8,1
74,65782.0,49102.0,8,4,16,152,12,2,1,3,8,0
46,36274.0,5612.0,9,2,15,195,2,2,0,2,6,0
59,109670.0,40027.0,14,1,3,52,16,2,2,2,4,0
67,97293.0,43374.0,7,5,7,118,15,0,0,0,8,0
63,119518.0,2037.0,4,4,15,348,2,1,2,2,10,0
66,105549.0,29671.0,9,4,4,39,19,2,1,2,1,1
48,49113.0,29081.0,2,3,14,232,13,2,1,3,4,0
20,45426.0,18254.0,4,3,3,242,2,0,0,3,11,0
46,44847.0,33502.0,8,1,23,173,10,2,1,1,10,0
28,111879.0,20729.0,16,1,3,13,16,1,2,1,11,0
68,75693.0,22264.0,15,5,2,13,6,0,2,3,2,0
31,65445.0,21860.0,5,2,19,101,18,1,2,3,5,0
30,116826.0,40133.0,9,4,6,38,8,2,0,0,1,0
32,80342.0,31840.0,3,4,10,35,5,0,1,1,10,0
54,110943.0,19262.0,15,2,9,59,7,0,1,3,6,0
50,118464.0,46375.0,5,2,6,70,10,2,2,0,2,0
72,27944.0,40201.0,16,4,22,306,14,2,2,3,1,1
41,56153.0,46672.0,16,1,20,233,18,0,2,0,8,1
34,93413.0,36659.0,14,3,7,12,4,2,0,0,9,0
20,101315.0,19878.0,7,5,20,229,19,2,0,3,10,0
18,34848.0,38760.0,19,4,21,50,11,2,2,2,11,0
39,51839.0,16798.0,14,4,16,154,3,0,2,2,9,0
70,74817.0,13910.0,13,1,17,14,18,1,1,3,9,1
47,99921.0,22826.0,17,1,28,33,7,2,0,1,9,1
68,31296.0,48480.0,17,2,13,49,12,2,0,2,11,0
23,80073.0,28612.0,2,2,11,158,14,1,2,2,5,1
23,49644.0,19492.0,17,1,16,169,1,0,1,2,9,0
65,41635.0,23359.0,15,5,25,129,5,0,1,1,9,0
24,71539.0,14915.0,4,1,21,226,14,0,2,2,1,0
20,61402.0,33108.0,6,4,2,263,7,0,0,1,8,1
41,83571.0,17846.0,15,3,13,266,1,0,2,2,4,0
70,51763.0,27942.0,5,4,22,211,1,0,0,3,1,1
57,102327.0,18805.0,9,2,6,199,16,2,2,1,2,1
23,27810.0,16375.0,14,2,29,179,3,1,2,2,1,1
65,106187.0,48526.0,13,4,24,87,2,1,1,3,10,1
66,22983.0,17613.0,18,2,25,178,11,2,0,3,9,0
63,93589.0,3990.0,3,4,2,4,3,1,0,3,1,1
69,54647.0,19240.0,6,1,17,352,13,1,0,2,7,1
31,58333.0,26841.0,19,1,15,135,11,0,2,1,7,0
73,21903.0,5184.0,11,4,18,276,13,1,0,3,6,0
36,90210.0,15631.0,5,4,25,349,10,0,1,2,7,0
63,36548.0,8720.0,6,1,10,181,15,1,1,0,10,0
51,85915.0,25282.0,7,5,16,314,13,2,2,1,6,0
62,92518.0,36294.0,11,1,20,175,8,1,2,1,7,1
53,104523.0,48439.0,6,5,22,49,1,0,1,3,6,1
54,90809.0,19760.0,12,4,23,10,6,2,2,0,4,1
53,50150.0,43231.0,9,5,10,50,3,2,1,2,10,0
62,93858.0,11119.0,12,5,29,344,1,1,1,2,4,0
60,102595.0,39134.0,3,2,0,173,6,0,0,0,9,1
25,51715.0,28352.0,12,4,14,117,4,2,0,2,7,1
65,32417.0,38029.0,18,2,18,163,2,0,1,3,8,0
48,109001.0,37899.0,3,3,1,94,6,2,0,2,9,1
36,34793.0,26855.0,7,2,13,317,10,0,0,2,8,0
47,79383.0,13242.0,14,3,17,364,4,1,1,1,6,0
73,43628.0,26546.0,12,5,18,31,6,2,1,0,7,1
66,32602.0,41426.0,13,3,3,262,1,0,2,0,6,1
65,97641.0,48547.0,11,1,8,123,1,0,2,1,4,1
44,34371.0,46411.0,13,2,7,18,3,0,2,2,8,1
62,87022.0,9482.0,12,4,19,336,9,1,0,0,10,0
39,89309.0,30071.0,2,3,9,23,13,1,1,3,8,0
57,26022.0,5677.0,15,3,17,75,15,0,2,2,9,1
54,37294.0,33612.0,9,3,21,10,12,1,1,1,9,0
32,99436.0,49620.0,1,2,23,172,12,2,1,3,4,1
33,70729.0,3102.0,8,3,5,219,18,2,1,0,0,1
21,32135.0,33000.0,9,4,27,117,5,0,1,3,4,0
25,119177.0,47303.0,2,5,4,27,16,1,1,1,9,0
42,46498.0,42435.0,19,4,0,43,18,0,0,1,9,0
45,20400.0,19927.0,5,5,1,340,11,1,1,1,6,1
27,112416.0,5644.0,7,5,6,294,16,2,0,3,9,0
41,21657.0,46233.0,9,1,26,342,3,2,2,1,0,0
52,75335.0,46105.0,16,2,6,194,17,0,2,3,7,0
31,119308.0,29159.0,15,2,20,199,11,0,1,1,8,0
37,77780.0,48955.0,15,1,12,287,5,2,1,1,6,0
38,78463.0,728.0,5,1,1,225,2,2,2,2,8,1
46,58817.0,31022.0,17,4,13,159,14,0,1,2,5,0
38,32690.0,2407.0,16,2,0,107,9,0,1,1,6,0
60,77269.0,46816.0,9,1,14,177,6,1,0,0,7,0
36,109730.0,34180.0,11,2,16,24,8,1,0,1,9,0
42,29110.0,45714.0,1,2,15,71,19,1,0,2,2,0
39,108038.0,28352.0,15,1,8,269,9,2,0,0,3,0
28,61504.0,4621.0,19,1,22,316,2,2,2,0,5,1
57,73620.0,1813.0,9,4,17,38,6,2,1,3,2,1
31,36540.0,17110.0,11,5,7,36,3,0,2,0,4,1
34,82179.0,37301.0,10,3,13,32,14,2,1,1,4,1
63,38235.0,7976.0,2,4,3,289,16,2,2,3,3,0
72,47318.0,42681.0,12,5,27,114,16,1,1,1,4,1
56,92161.0,12354.0,14,5,22,119,13,1,1,1,6,0
70,25051.0,25072.0,18,1,8,5,15,2,2,0,8,0
66,64718.0,10552.0,18,5,20,355,8,2,1,3,3,0
45,79456.0,23554.0,10,1,20,158,12,1,0,2,10,0
61,33202.0,22882.0,19,1,18,291,3,0,1,3,5,0
36,49475.0,770.0,11,3,1,258,11,1,1,3,8,1
44,54350.0,28606.0,13,4,26,52,11,2,1,1,1,0
48,86362.0,39439.0,12,1,28,292,1,0,2,0,2,1
72,117670.0,46845.0,19,2,29,201,11,2,2,1,5,0
66,103624.0,16870.0,15,2,29,220,14,0,1,0,4,0
45,38976.0,44089.0,3,2,27,73,7,2,0,2,5,0
55,21816.0,43998.0,2,5,22,309,11,1,1,0,1,0
29,25191.0,49424.0,8,2,1,340,6,0,2,3,5,0
63,79571.0,18966.0,10,2,13,148,6,0,0,2,8,1
49,35626.0,42619.0,13,1,7,34,3,0,2,1,8,0
48,43128.0,28471.0,10,1,6,309,7,2,1,3,2,0
61,104739.0,3384.0,10,1,24,324,16,1,2,3,4,1
54,107388.0,13881.0,18,3,24,185,18,2,2,1,6,1
22,103903.0,33766.0,7,3,15,211,13,0,2,0,6,0
34,45366.0,8449.0,10,3,22,82,12,2,2,1,9,1
28,81968.0,22019.0,11,5,3,25,12,2,0,2,4,0
59,81077.0,38857.0,9,3,6,344,10,0,1,3,8,1
20,38524.0,7913.0,19,1,25,176,9,1,0,1,10,0
29,75354.0,25081.0,19,2,13,101,12,2,0,2,3,1
52,72525.0,11135.0,10,2,16,253,15,0,0,1,9,0
57,59616.0,27056.0,9,5,13,10,8,0,2,0,3,1
46,95166.0,12415.0,12,2,6,30,11,2,1,1,4,1
67,87762.0,48288.0,4,1,24,89,9,1,2,0,7,0
70,73265.0,4296.0,9,4,22,165,6,0,0,1,7,1
25,92576.0,48197.0,5,3,20,134,6,2,0,1,6,1
72,96310.0,39697.0,3,1,10,69,2,2,2,1,2,0
53,76693.0,42854.0,2,4,19,128,9,0,2,3,1,1
54,46767.0,42649.0,12,2,28,122,14,0,2,1,10,0
23,95842.0,9786.0,1,5,19,191,14,0,0,2,10,1
53,91761.0,46589.0,13,5,14,205,19,2,1,2,10,0
59,118341.0,29916.0,9,2,8,322,1,0,0,2,6,0
51,34978.0,48126.0,7,3,15,294,15,2,2,1,10,1
22,61927.0,43968.0,15,3,11,107,16,1,0,3,5,1
47,112422.0,29190.0,11,4,18,329,9,1,2,0,0,1
71,71458.0,19035.0,14,1,1,190,6,2,0,1,2,0
59,114262.0,6305.0,14,2,5,69,7,2,0,3,3,0
25,21246.0,5504.0,1,1,23,124,13,0,2,1,4,0
72,23516.0,19790.0,5,4,11,271,17,0,1,2,11,0
72,99602.0,40642.0,11,1,12,300,13,0,1,0,3,1
27,55843.0,25514.0,19,3,16,137,10,2,1,2,7,0
63,72023.0,24347.0,3,4,13,58,13,1,0,3,3,1
41,62800.0,12600.0,3,5,22,70,2,0,2,2,7,0
51,60796.0,28437.0,18,2,7,38,12,0,1,2,6,0
43,113947.0,32084.0,19,1,22,255,1,1,0,3,1,0
62,29407.0,49116.0,4,4,6,184,19,2,1,1,5,1
74,97221.0,36606.0,8,1,11,165,17,1,0,1,1,1
63,108965.0,30556.0,12,1,17,245,10,2,0,0,10,0
71,85741.0,45548.0,4,5,26,302,8,2,1,2,8,1
71,59500.0,21536.0,7,5,6,290,14,2,0,2,11,0
23,36001.0,46779.0,8,4,17,50,13,1,0,3,10,0
32,88258.0,18814.0,13,5,1,215,14,2,1,2,2,1
59,66879.0,6825.0,6,1,2,322,10,2,1,0,8,1
51,34937.0,21172.0,8,1,23,282,5,1,0,2,1,0
20,55965.0,6873.0,6,2,21,120,2,1,2,3,11,1
23,116154.0,6360.0,15,1,11,143,6,2,2,0,9,0
47,46538.0,44119.0,3,5,18,325,11,1,0,1,8,0
53,37844.0,39840.0,5,1,11,12,9,0,0,3,11,1
27,88197.0,11449.0,5,3,8,192,10,2,1,1,10,1
27,39954.0,41966.0,18,5,12,43,6,0,2,3,10,0
25,111990.0,3910.0,18,4,9,326,18,2,0,2,1,1
50,105898.0,14577.0,10,2,24,15,7,1,2,2,0,1
18,118353.0,35452.0,3,3,12,9,17,1,0,2,11,0
50,111258.0,15537.0,15,3,9,120,8,0,0,2,3,0
45,44376.0,36659.0,10,4,16,73,9,1,2,3,5,0
44,41214.0,43779.0,17,3,22,181,12,2,0,3,0,0
56,54263.0,3770.0,7,2,8,110,5,0,0,1,7,0
47,66980.0,1686.0,19,4,28,130,5,2,2,3,9,1
59,107999.0,47030.0,16,5,13,206,8,2,1,2,10,0
61,93349.0,26262.0,5,3,19,205,16,2,1,2,6,0
70,84443.0,25570.0,14,1,28,341,3,1,2,1,7,1
63,107836.0,23451.0,6,3,12,175,9,0,1,1,6,0
47,84588.0,21963.0,7,5,5,206,13,2,1,2,5,0
46,57905.0,34661.0,5,5,22,247,14,1,0,1,6,0
31,61300.0,29197.0,13,3,0,64,9,1,1,1,11,0
52,71701.0,8587.0,5,1,13,243,2,2,0,3,3,1
25,28877.0,31518.0,13,3,29,314,1,2,2,1,5,1
71,94171.0,33582.0,12,5,12,116,9,0,1,2,7,1
66,85277.0,6123.0,15,5,20,65,16,2,0,0,6,1
24,93113.0,19148.0,19,1,15,127,1,1,2,0,0,1
62,73394.0,39630.0,1,2,6,101,17,2,0,3,3,0
24,98296.0,31126.0,19,3,9,213,13,1,0,0,7,1
59,114975.0,7250.0,3,1,15,315,1,2,2,3,8,1
22,76993.0,2484.0,11,5,3,218,7,2,2,3,8,0
45,64438.0,29269.0,7,1,12,46,5,2,2,1,11,1
55,30461.0,23355.0,13,4,12,115,19,2,1,3,8,0
59,97867.0,48072.0,14,5,25,251,11,1,2,1,6,1
41,110397.0,26351.0,17,4,3,121,7,0,0,3,3,0
70,89949.0,46608.0,8,4,25,214,6,1,1,0,4,0
62,106557.0,11109.0,18,2,12,253,11,1,0,1,9,1
29,106119.0,22643.0,7,5,19,120,1,2,1,1,5,1
56,99809.0,7411.0,4,3,16,236,5,1,0,3,8,1
59,70288.0,28924.0,8,1,8,145,4,1,0,0,1,0
37,29986.0,9829.0,11,2,27,50,12,0,1,3,1,0
60,20324.0,24867.0,13,2,6,136,13,2,2,0,2,0
69,40439.0,17534.0,16,3,1,161,9,1,1,1,2,1
64,63102.0,9693.0,5,2,22,1,3,0,1,2,7,1
61,94360.0,5292.0,6,3,18,325,8,0,1,0,7,1
54,65580.0,25846.0,18,3,26,193,17,2,1,1,6,0
33,22314.0,47392.0,9,2,13,14,4,0,0,3,3,0
63,41034.0,10338.0,5,4,0,316,4,1,1,3,6,1
38,117922.0,20547.0,19,2,0,312,3,1,2,0,1,0
48,118802.0,11618.0,9,4,12,5,16,0,0,2,5,1
35,57714.0,40543.0,19,2,7,60,3,0,1,2,1,0
35,100498.0,21037.0,18,5,27,133,12,2,2,0,0,0
26,91931.0,48733.0,18,2,3,185,19,1,1,2,1,0
72,113126.0,12635.0,12,1,26,265,13,0,0,2,1,0
26,108757.0,4496.0,16,1,6,155,8,0,1,2,5,1
22,82874.0,29334.0,19,5,3,223,4,1,2,1,6,1
71,59462.0,32757.0,6,5,8,4,1,2,0,1,7,1
49,82665.0,49541.0,1,2,4,240,3,2,1,2,5,0
42,51913.0,43634.0,7,4,12,334,19,0,2,2,2,1
60,54809.0,44266.0,13,3,9,192,3,2,0,0,0,0
39,80874.0,31894.0,11,1,15,166,1,2,1,0,8,0
25,77139.0,18310.0,2,3,16,109,16,0,2,2,11,0
59,78098.0,21736.0,11,4,0,348,8,0,1,3,3,1
28,58467.0,7120.0,4,5,3,13,7,2,1,0,2,1
49,60913.0,21838.0,10,5,4,105,14,1,0,0,3,1
72,21019.0,18539.0,11,1,5,51,10,2,2,3,2,1
71,80177.0,2276.0,13,2,2,316,18,0,1,2,2,1
38,77578.0,10621.0,8,3,9,176,9,0,2,3,5,0
62,113538.0,26962.0,8,1,16,336,14,0,1,3,9,1
52,70427.0,18782.0,13,3,9,243,17,0,1,3,8,0
45,66764.0,49680.0,15,1,9,203,9,1,1,0,11,1
25,26768.0,24187.0,16,1,14,189,6,0,2,1,4,0
39,39674.0,47956.0,7,1,16,74,19,2,2,0,5,0
55,53803.0,33205.0,9,2,9,205,5,1,0,0,4,1
74,57720.0,2499.0,7,4,6,250,1,2,2,3,0,0
18,56268.0,10570.0,11,1,12,352,11,1,2,2,4,1
58,59410.0,35436.0,3,5,0,200,19,0,0,0,3,1
66,96891.0,27483.0,9,2,14,342,2,1,0,0,5,0
72,33110.0,15437.0,4,1,28,344,17,0,2,0,1,0
42,53225.0,26343.0,11,2,11,191,16,2,2,1,8,1
24,36287.0,45197.0,17,4,3,160,18,2,1,1,10,0
33,50779.0,19741.0,19,1,21,52,9,0,1,1,11,1
66,88456.0,2733.0,9,1,3,98,5,1,2,3,1,1
68,24676.0,15892.0,2,5,5,320,10,1,0,0,1,0
54,53947.0,46825.0,5,3,4,51,3,0,0,2,11,0
24,22368.0,38207.0,2,2,26,145,17,0,2,1,10,0
24,115489.0,41955.0,15,4,29,255,13,2,0,1,7,0
45,92725.0,45624.0,19,5,17,88,10,0,1,3,3,0
51,44359.0,6316.0,11,2,18,355,10,1,1,3,6,1
19,39819.0,14492.0,4,3,19,237,14,0,1,0,6,1
57,29892.0,3461.0,1,1,18,11,10,1,0,1,10,0
49,67287.0,734.0,19,2,16,90,16,0,2,0,6,1
18,95350.0,41818.0,7,3,29,270,18,1,2,1,0,0
23,78421.0,46878.0,3,1,21,315,19,1,0,2,8,1
43,108103.0,8210.0,4,5,2,338,12,1,1,1,9,0
59,54381.0,36247.0,5,5,11,310,15,1,0,1,3,1
65,47811.0,26977.0,13,2,29,28,6,0,0,1,1,0
42,67805.0,3926.0,17,2,12,266,1,1,2,1,1,0
34,40208.0,45829.0,6,1,6,41,8,2,1,1,10,1
73,117564.0,43626.0,14,3,26,28,17,1,1,1,5,0
44,38576.0,28588.0,2,1,18,252,3,0,2,2,6,0
35,67886.0,35540.0,1,2,16,175,11,2,2,0,11,1
43,72201.0,20163.0,2,3,12,236,4,2,2,0,0,1
18,25704.0,39745.0,18,4,3,310,9,2,2,2,2,0
35,66841.0,22528.0,12,3,11,26,3,2,1,2,9,0
47,65470.0,49464.0,16,2,13,193,14,2,1,1,6,1
70,45943.0,3624.0,1,4,27,304,16,2,0,0,0,0
60,32796.0,9021.0,1,4,9,161,15,1,2,2,8,1
62,24517.0,48453.0,17,4,4,191,14,0,0,1,1,1
49,20858.0,14794.0,2,3,12,182,5,1,2,2,9,0
24,68149.0,15877.0,3,5,29,331,11,0,2,0,9,1
40,28984.0,39668.0,10,2,14,19,2,2,0,0,9,1
74,115933.0,9873.0,12,5,11,320,8,1,2,2,5,0
20,44474.0,25920.0,5,2,20,298,10,2,2,1,3,1
68,85251.0,14659.0,9,2,19,296,13,1,1,2,10,1
57,87348.0,10297.0,13,3,8,151,2,1,1,2,6,0
34,69550.0,48236.0,9,3,29,188,16,2,2,1,7,0
62,108361.0,10394.0,8,4,17,135,9,1,1,0,1,0
65,31069.0,5167.0,2,2,1,92,17,1,0,0,7,0
20,43403.0,33859.0,9,5,12,319,11,1,0,3,6,0
24,45243.0,43431.0,16,2,27,185,11,2,2,0,3,1
55,33541.0,6811.0,12,3,11,264,14,2,1,2,9,0
74,49477.0,35538.0,17,5,17,37,16,0,0,3,1,1
19,51268.0,27269.0,3,3,18,288,3,1,2,3,8,1
55,96480.0,41585.0,1,4,21,240,10,1,0,1,11,0
25,50162.0,6784.0,11,5,26,364,1,1,0,0,6,0
55,107671.0,48806.0,4,5,4,49,10,0,1,3,1,0
53,97267.0,31145.0,12,3,15,197,16,2,0,2,6,1
23,110164.0,42186.0,18,3,16,187,17,2,1,1,6,1
56,30522.0,18417.0,7,1,4,196,6,0,2,2,6,0
69,118456.0,47197.0,11,3,20,20,8,0,2,0,3,0
67,81396.0,31504.0,13,5,3,173,11,1,2,2,7,0
19,118236.0,6783.0,3,3,13,110,8,0,0,2,3,1
32,55484.0,46183.0,18,2,9,225,4,2,0,1,6,1
31,115299.0,39891.0,4,1,4,85,6,2,2,1,7,0
43,78860.0,15359.0,16,2,24,159,8,2,1,1,7,0
26,27182.0,27510.0,13,2,7,226,10,1,2,0,9,1
66,61012.0,19708.0,3,5,7,24,18,2,0,0,10,1
62,33779.0,27403.0,14,3,25,287,11,0,2,3,9,1
64,114127.0,48286.0,4,1,26,261,8,0,1,1,9,1
29,50446.0,44996.0,12,1,1,21,13,0,2,0,10,0
18,42236.0,11169.0,19,5,8,24,15,2,0,0,2,1
69,75289.0,48604.0,19,5,21,310,9,1,1,1,3,0
34,62516.0,22178.0,17,4,23,104,10,0,2,3,6,0
55,29697.0,35389.0,10,1,29,314,5,0,1,1,5,0
69,101649.0,38329.0,11,1,16,182,17,1,1,3,8,0
20,104579.0,24405.0,6,1,0,125,17,0,0,1,0,1
18,94296.0,23104.0,18,4,26,100,4,1,2,3,1,1
18,81675.0,23091.0,10,4,4,240,7,1,0,3,8,1
26,60255.0,43196.0,15,5,3,40,6,0,1,0,9,0
20,74236.0,19623.0,7,1,20,147,18,0,2,0,3,1
64,72099.0,14356.0,15,1,18,126,2,1,1,3,3,1
52,36531.0,18399.0,5,5,1,57,4,1,1,3,6,1
73,28181.0,10146.0,14,5,5,129,6,0,0,0,5,1
63,45325.0,19879.0,1,4,17,193,11,1,1,2,2,0
72,65433.0,6146.0,2,1,7,247,5,1,2,3,6,0
31,36031.0,4942.0,7,1,20,32,11,0,0,3,9,1
34,30666.0,36330.0,10,1,12,318,15,1,1,1,8,0
66,105193.0,4333.0,14,4,17,320,16,0,1,3,9,1
31,57499.0,28626.0,7,5,14,252,2,0,0,2,7,1
21,78422.0,39103.0,1,4,10,337,3,0,2,3,10,0
56,72402.0,36361.0,7,2,10,156,2,0,1,0,2,0
63,93512.0,22580.0,9,4,20,300,18,0,0,2,0,0
73,93981.0,10084.0,11,1,15,265,13,2,1,0,1,1
70,49603.0,46568.0,13,5,17,205,11,0,2,1,11,0
24,104790.0,41840.0,5,5,17,66,16,2,2,0,7,1
62,57125.0,30804.0,12,4,6,203,12,2,1,1,2,0
66,103520.0,4794.0,13,5,27,329,5,2,1,3,10,0
57,60485.0,2241.0,15,3,16,359,10,2,2,2,3,0
64,31099.0,16103.0,10,3,21,164,14,0,0,1,7,0
65,96001.0,8297.0,16,2,26,91,1,1,0,1,2,0
